model_name,strata,year,pred,obs
Model 22.2.c,WGOA (701-1000 m),1989,"889 (445, 1,773)",NA
Model 22.2.c,WGOA (701-1000 m),1990,"957 (462, 1,984)",NA
Model 22.2.c,WGOA (701-1000 m),1991,"1,031 (484, 2,197)",NA
Model 22.2.c,WGOA (701-1000 m),1992,"1,110 (512, 2,409)",NA
Model 22.2.c,WGOA (701-1000 m),1993,"1,166 (540, 2,517)",NA
Model 22.2.c,WGOA (701-1000 m),1994,"1,225 (578, 2,595)",NA
Model 22.2.c,WGOA (701-1000 m),1995,"1,282 (625, 2,630)",NA
Model 22.2.c,WGOA (701-1000 m),1996,"1,342 (686, 2,626)",NA
Model 22.2.c,WGOA (701-1000 m),1997,"1,372 (755, 2,492)",NA
Model 22.2.c,WGOA (701-1000 m),1998,"1,456 (869, 2,438)",NA
Model 22.2.c,WGOA (701-1000 m),1999,"1,541 (1,029, 2,307)","1,679 (0)"
Model 22.2.c,WGOA (701-1000 m),2000,"1,581 (976, 2,560)",NA
Model 22.2.c,WGOA (701-1000 m),2001,"1,666 (981, 2,830)",NA
Model 22.2.c,WGOA (701-1000 m),2002,"1,778 (1,020, 3,099)",NA
Model 22.2.c,WGOA (701-1000 m),2003,"1,870 (1,087, 3,216)",NA
Model 22.2.c,WGOA (701-1000 m),2004,"1,987 (1,188, 3,325)",NA
Model 22.2.c,WGOA (701-1000 m),2005,"2,167 (1,316, 3,567)","3,277 (0)"
Model 22.2.c,WGOA (701-1000 m),2006,"2,039 (1,295, 3,209)",NA
Model 22.2.c,WGOA (701-1000 m),2007,"1,958 (1,327, 2,887)","1,943 (0)"
Model 22.2.c,WGOA (701-1000 m),2008,"1,909 (1,146, 3,179)",NA
Model 22.2.c,WGOA (701-1000 m),2009,"1,854 (1,028, 3,344)",719 (1)
Model 22.2.c,WGOA (701-1000 m),2010,"1,996 (947, 4,209)",NA
Model 22.2.c,WGOA (701-1000 m),2011,"2,092 (865, 5,057)",NA
Model 22.2.c,WGOA (701-1000 m),2012,"2,164 (804, 5,828)",NA
Model 22.2.c,WGOA (701-1000 m),2013,"2,298 (735, 7,192)",NA
Model 22.2.c,WGOA (701-1000 m),2014,"2,333 (710, 7,664)",NA
Model 22.2.c,WGOA (701-1000 m),2015,"2,318 (702, 7,652)","1,147 (1)"
Model 22.2.c,WGOA (701-1000 m),2016,"2,356 (664, 8,355)",NA
Model 22.2.c,WGOA (701-1000 m),2017,"2,360 (637, 8,748)",NA
Model 22.2.c,WGOA (701-1000 m),2018,"2,337 (616, 8,862)",NA
Model 22.2.c,WGOA (701-1000 m),2019,"2,292 (601, 8,738)",NA
Model 22.2.c,WGOA (701-1000 m),2020,"2,197 (598, 8,077)",NA
Model 22.2.c,WGOA (701-1000 m),2021,"2,125 (586, 7,700)",NA
Model 22.2.c,WGOA (701-1000 m),2022,"2,125 (555, 8,131)",NA
Model 22.1.b,Total,1984,"56230.3836178849 (50,237, 62,939)",NA
Model 22.1.b,Total,1985,"54288.7170201741 (44,982, 65,521)",NA
Model 22.1.b,Total,1986,"53237.6068144422 (43,940, 64,503)",NA
Model 22.1.b,Total,1987,"53078.9338715765 (45,899, 61,383)",NA
Model 22.1.b,Total,1988,"51147.1435653915 (42,182, 62,018)",NA
Model 22.1.b,Total,1989,"50250.7444311921 (41,008, 61,577)",NA
Model 22.1.b,Total,1990,"50344.3636723293 (41,511, 61,058)",NA
Model 22.1.b,Total,1991,"57546.0488867476 (47,687, 69,443)",NA
Model 22.1.b,Total,1992,"66308.6193405453 (58,790, 74,789)",NA
Model 22.1.b,Total,1993,"64760.2507707273 (57,909, 72,422)",NA
Model 22.1.b,Total,1994,"62462.9656687052 (55,183, 70,703)",NA
Model 22.1.b,Total,1995,"66130.1633916657 (58,895, 74,254)",NA
Model 22.1.b,Total,1996,"74776.9114626986 (68,207, 81,980)",NA
Model 22.1.b,Total,1997,"72357.9384018157 (64,765, 80,841)",NA
Model 22.1.b,Total,1998,"72905.7509419112 (66,433, 80,010)",NA
Model 22.1.b,Total,1999,"77397.9991066956 (71,905, 83,310)",NA
Model 22.1.b,Total,2000,"76257.5309267405 (68,093, 85,401)",NA
Model 22.1.b,Total,2001,"85317.8107256981 (77,594, 93,810)",NA
Model 22.1.b,Total,2002,"85605.7708133849 (76,370, 95,959)",NA
Model 22.1.b,Total,2003,"88598.2064539625 (81,284, 96,571)",NA
Model 22.1.b,Total,2004,"70756.8731734564 (63,636, 78,674)",NA
Model 22.1.b,Total,2005,"88100.8082908579 (82,535, 94,042)",NA
Model 22.1.b,Total,2006,"81457.788203521 (73,688, 90,047)",NA
Model 22.1.b,Total,2007,"82780.7719012747 (77,288, 88,664)",NA
Model 22.1.b,Total,2008,"91519.3305537547 (81,841, 1e+05)",NA
Model 22.1.b,Total,2009,"83783.5990994596 (77,709, 90,333)",NA
Model 22.1.b,Total,2010,"93287.6265103108 (83,600, 1e+05)",NA
Model 22.1.b,Total,2011,"86606.7531045316 (79,489, 94,362)",NA
Model 22.1.b,Total,2012,"93654.1680821353 (84,540, 1e+05)",NA
Model 22.1.b,Total,2013,"101624.772623609 (93,226, 1e+05)",NA
Model 22.1.b,Total,2014,"100156.720265772 (88,932, 1e+05)",NA
Model 22.1.b,Total,2015,"95785.9044716233 (88,111, 1e+05)",NA
Model 22.1.b,Total,2016,"93080.8444154277 (84,026, 1e+05)",NA
Model 22.1.b,Total,2017,"97718.635110583 (89,368, 1e+05)",NA
Model 22.1.b,Total,2018,"92704.8827677216 (82,982, 1e+05)",NA
Model 22.1.b,Total,2019,"87212.0570374998 (79,595, 95,558)",NA
Model 22.1.b,Total,2020,"72120.8747599256 (64,086, 81,163)",NA
Model 22.1.b,Total,2021,"65630.9191663887 (60,068, 71,709)",NA
Model 22.1.b,Total,2022,"65630.9191663887 (53,302, 80,812)",NA
Model 22.2.a,Total,1984,"54259.6918081613 (45,393, 64,858)",NA
Model 22.2.a,Total,1985,"53693.412678024 (44,360, 64,991)",NA
Model 22.2.a,Total,1986,"53428.4087902061 (44,243, 64,521)",NA
Model 22.2.a,Total,1987,"53467.2390005167 (45,064, 63,437)",NA
Model 22.2.a,Total,1988,"53169.1836313839 (44,066, 64,152)",NA
Model 22.2.a,Total,1989,"53323.5009297087 (44,133, 64,428)",NA
Model 22.2.a,Total,1990,"53936.0408123668 (45,212, 64,343)",NA
Model 22.2.a,Total,1991,"58883.8185060933 (50,052, 69,274)",NA
Model 22.2.a,Total,1992,"64538.0624223025 (57,188, 72,833)",NA
Model 22.2.a,Total,1993,"65043.9510505308 (58,065, 72,862)",NA
Model 22.2.a,Total,1994,"62334.1532049993 (55,201, 70,389)",NA
Model 22.2.a,Total,1995,"65912.4331872901 (58,597, 74,142)",NA
Model 22.2.a,Total,1996,"72158.9203291945 (64,719, 80,454)",NA
Model 22.2.a,Total,1997,"71979.6733166902 (64,281, 80,601)",NA
Model 22.2.a,Total,1998,"72249.7283167724 (65,316, 79,920)",NA
Model 22.2.a,Total,1999,"76632.8607784478 (68,999, 85,111)",NA
Model 22.2.a,Total,2000,"77777.8745783894 (69,277, 87,321)",NA
Model 22.2.a,Total,2001,"86641.6610642141 (77,577, 96,766)",NA
Model 22.2.a,Total,2002,"82381.1904696389 (73,381, 92,486)",NA
Model 22.2.a,Total,2003,"80111.1182448758 (71,990, 89,149)",NA
Model 22.2.a,Total,2004,"69720.4580698986 (62,343, 77,971)",NA
Model 22.2.a,Total,2005,"78243.4413674976 (70,356, 87,015)",NA
Model 22.2.a,Total,2006,"78927.8615172594 (70,924, 87,835)",NA
Model 22.2.a,Total,2007,"81699.2230403608 (74,156, 90,010)",NA
Model 22.2.a,Total,2008,"89952.6258626624 (80,121, 1e+05)",NA
Model 22.2.a,Total,2009,"86470.7289164718 (77,958, 95,913)",NA
Model 22.2.a,Total,2010,"93652.4005101464 (83,564, 1e+05)",NA
Model 22.2.a,Total,2011,"88547.7098643183 (79,885, 98,150)",NA
Model 22.2.a,Total,2012,"93620.86899463 (83,849, 1e+05)",NA
Model 22.2.a,Total,2013,"102364.557678006 (92,264, 1e+05)",NA
Model 22.2.a,Total,2014,"98674.0101412881 (87,603, 1e+05)",NA
Model 22.2.a,Total,2015,"93986.1878960116 (84,716, 1e+05)",NA
Model 22.2.a,Total,2016,"92591.0751336634 (82,981, 1e+05)",NA
Model 22.2.a,Total,2017,"95102.7907581547 (85,355, 1e+05)",NA
Model 22.2.a,Total,2018,"90650.9345788297 (80,834, 1e+05)",NA
Model 22.2.a,Total,2019,"83230.844348084 (74,782, 92,635)",NA
Model 22.2.a,Total,2020,"70206.2194630099 (62,550, 78,800)",NA
Model 22.2.a,Total,2021,"63241.1335283521 (56,750, 70,475)",NA
Model 22.2.a,Total,2022,"63241.1335283521 (52,916, 75,581)",NA
Model 22.2.b,Total,1984,"55667.9289767143 (49,870, 62,140)",NA
Model 22.2.b,Total,1985,"53992.5472515269 (46,136, 63,187)",NA
Model 22.2.b,Total,1986,"52990.2160347328 (45,078, 62,292)",NA
Model 22.2.b,Total,1987,"52659.3763098579 (45,999, 60,284)",NA
Model 22.2.b,Total,1988,"50841.1485190655 (43,166, 59,880)",NA
Model 22.2.b,Total,1989,"49750.8704221849 (41,919, 59,047)",NA
Model 22.2.b,Total,1990,"49338.001149022 (41,793, 58,246)",NA
Model 22.2.b,Total,1991,"54477.450125257 (46,023, 64,485)",NA
Model 22.2.b,Total,1992,"60438.1328227047 (52,520, 69,550)",NA
Model 22.2.b,Total,1993,"61107.6541761645 (54,383, 68,664)",NA
Model 22.2.b,Total,1994,"62899.4263100255 (55,365, 71,459)",NA
Model 22.2.b,Total,1995,"66717.2747891547 (59,007, 75,435)",NA
Model 22.2.b,Total,1996,"72981.4141937404 (66,173, 80,491)",NA
Model 22.2.b,Total,1997,"71832.5627667427 (63,763, 80,924)",NA
Model 22.2.b,Total,1998,"73724.7513803054 (65,803, 82,600)",NA
Model 22.2.b,Total,1999,"76745.69886388 (70,937, 83,031)",NA
Model 22.2.b,Total,2000,"76394.2417668641 (68,171, 85,610)",NA
Model 22.2.b,Total,2001,"80064.4515376377 (72,119, 88,886)",NA
Model 22.2.b,Total,2002,"85427.6000788525 (75,975, 96,056)",NA
Model 22.2.b,Total,2003,"91060.7296709175 (82,893, 1e+05)",NA
Model 22.2.b,Total,2004,"82887.7874048332 (73,944, 92,913)",NA
Model 22.2.b,Total,2005,"89604.3332991853 (83,913, 95,681)",NA
Model 22.2.b,Total,2006,"83670.9231674761 (75,586, 92,620)",NA
Model 22.2.b,Total,2007,"82588.7179023496 (76,688, 88,944)",NA
Model 22.2.b,Total,2008,"85019.3372638288 (76,424, 94,581)",NA
Model 22.2.b,Total,2009,"82832.1082695418 (76,780, 89,361)",NA
Model 22.2.b,Total,2010,"85428.3362900978 (76,503, 95,395)",NA
Model 22.2.b,Total,2011,"82837.0261793642 (75,774, 90,559)",NA
Model 22.2.b,Total,2012,"86999.8573439936 (77,698, 97,415)",NA
Model 22.2.b,Total,2013,"90680.6763447115 (81,968, 1e+05)",NA
Model 22.2.b,Total,2014,"93543.0248500881 (83,138, 1e+05)",NA
Model 22.2.b,Total,2015,"93062.9880416704 (84,920, 1e+05)",NA
Model 22.2.b,Total,2016,"93573.3004590513 (83,461, 1e+05)",NA
Model 22.2.b,Total,2017,"94622.4133101935 (85,821, 1e+05)",NA
Model 22.2.b,Total,2018,"91090.9460943536 (80,822, 1e+05)",NA
Model 22.2.b,Total,2019,"87130.717332035 (78,844, 96,288)",NA
Model 22.2.b,Total,2020,"78137.016235008 (69,141, 88,303)",NA
Model 22.2.b,Total,2021,"74108.3549149247 (66,147, 83,028)",NA
Model 22.2.b,Total,2022,"74108.3549149247 (61,782, 88,894)",NA
Model 22.2.c,Total,1984,"53731.5702973615 (45,909, 62,887)",NA
Model 22.2.c,Total,1985,"53752.4657843257 (45,805, 63,078)",NA
Model 22.2.c,Total,1986,"53907.2922454803 (46,006, 63,166)",NA
Model 22.2.c,Total,1987,"54198.3602036971 (46,563, 63,085)",NA
Model 22.2.c,Total,1988,"54233.486313332 (46,208, 63,653)",NA
Model 22.2.c,Total,1989,"54445.7922578717 (46,372, 63,926)",NA
Model 22.2.c,Total,1990,"54833.7795773041 (47,060, 63,891)",NA
Model 22.2.c,Total,1991,"57596.060442654 (50,061, 66,265)",NA
Model 22.2.c,Total,1992,"60572.7037451693 (53,092, 69,107)",NA
Model 22.2.c,Total,1993,"61991.2142522434 (54,977, 69,900)",NA
Model 22.2.c,Total,1994,"63104.5815325977 (55,923, 71,208)",NA
Model 22.2.c,Total,1995,"66076.2706549864 (58,571, 74,543)",NA
Model 22.2.c,Total,1996,"69896.1414361007 (61,922, 78,897)",NA
Model 22.2.c,Total,1997,"70783.1743472368 (63,000, 79,528)",NA
Model 22.2.c,Total,1998,"72187.8349089512 (64,434, 80,875)",NA
Model 22.2.c,Total,1999,"74437.8870034616 (66,623, 83,169)",NA
Model 22.2.c,Total,2000,"75977.8881921779 (67,622, 85,366)",NA
Model 22.2.c,Total,2001,"79331.3751812319 (70,053, 89,839)",NA
Model 22.2.c,Total,2002,"79654.6107066894 (69,805, 90,894)",NA
Model 22.2.c,Total,2003,"79916.2207897638 (70,044, 91,180)",NA
Model 22.2.c,Total,2004,"77229.1339283335 (68,619, 86,919)",NA
Model 22.2.c,Total,2005,"80202.5559345797 (71,136, 90,424)",NA
Model 22.2.c,Total,2006,"80392.6225879383 (72,145, 89,583)",NA
Model 22.2.c,Total,2007,"81936.9112701157 (74,062, 90,649)",NA
Model 22.2.c,Total,2008,"85197.8193220157 (76,147, 95,324)",NA
Model 22.2.c,Total,2009,"85558.9672389025 (76,869, 95,232)",NA
Model 22.2.c,Total,2010,"87686.0001023718 (78,165, 98,366)",NA
Model 22.2.c,Total,2011,"86167.9748680981 (77,433, 95,888)",NA
Model 22.2.c,Total,2012,"88371.168556858 (78,802, 99,102)",NA
Model 22.2.c,Total,2013,"91121.1016105244 (80,995, 1e+05)",NA
Model 22.2.c,Total,2014,"91450.3162616784 (80,720, 1e+05)",NA
Model 22.2.c,Total,2015,"90280.9743422677 (80,510, 1e+05)",NA
Model 22.2.c,Total,2016,"90373.4222219137 (79,849, 1e+05)",NA
Model 22.2.c,Total,2017,"89574.904945529 (79,213, 1e+05)",NA
Model 22.2.c,Total,2018,"86531.5973513459 (76,165, 98,309)",NA
Model 22.2.c,Total,2019,"81797.9919487279 (72,563, 92,208)",NA
Model 22.2.c,Total,2020,"75266.2554665146 (66,587, 85,077)",NA
Model 22.2.c,Total,2021,"71584.0557051853 (62,671, 81,764)",NA
Model 22.2.c,Total,2022,"71584.0557051853 (60,763, 84,332)",NA
